title,time_published,summary,overall_sentiment_score,overall_sentiment_label,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
Golden Cross Appears Before Oracle Investors - Oracle  ( NYSE:ORCL ) ,20221212T145209,"If history is any guide, there may be good fortune ahead for shares of Oracle ORCL. A so-called ""golden cross"" has formed on its chart and, not surprisingly, this could be bullish for the stock. What To Know: Many traders use moving average crossover systems to make their decisions.",0.235845,Somewhat-Bullish,ORCL,0.567144,0.561872,Bullish
Oracle Announces Fiscal 2023 Second Quarter Financial Results,20221212T210500,"Q2 GAAP Earnings per Share $0.63, Non-GAAP Earnings per Share $1.21 Q2 Total Revenue $12.3 billion, up 18% in USD, up 25% in constant currency Q2 Cloud Revenue ( IaaS plus SaaS ) $3.8 billion, up 43% in USD, up 48% in constant currency",0.148877,Neutral,ORCL,0.226874,0.064404,Neutral
"Oracle stock rises as earnings and revenue beat, but forecast is still to come",20221212T211500,"Oracle Corp. topped Wall Street's expectations for profit and revenue in its most recent quarter, though the software company is still expected to issue a forecast that could be more fraught.",0.216312,Somewhat-Bullish,ORCL,0.7868,0.352,Bullish
Why Oracle Stock Is Rising After Hours - Oracle  ( NYSE:ORCL ) ,20221212T211902,"Oracle Corp ORCL shares are trading higher in Monday's after-hours session after the company reported better-than-expected quarterly results. What Happened: Oracle said fiscal second-quarter revenue increased 18% year-over-year to $12.3 billion, which beat average analyst estimates of $12.04 ...",0.272458,Somewhat-Bullish,ORCL,0.944494,0.473494,Bullish
Oracle Stock Rises on Strong Earnings.,20221212T212300,Oracle Stock Rises on Strong Earnings ...,0.260352,Somewhat-Bullish,ORCL,0.944494,0.445624,Bullish
Oracle Quarterly Results Beat Estimates On Top And Bottom Lines,20221212T212500,Oracle Stock Climbs On Quarterly Earnings Beat | Investor's Business Daily Investor's Business Daily ...,0.310764,Somewhat-Bullish,ORCL,0.929758,0.418875,Bullish
Markets Strong Ahead of CPI Report; Oracle Beats in Q2,20221212T224900,A lower CPI print tomorrow would offer is some assurance the Fed is not going to shift gears at the last minute and raise interest rates another 75 bps.,0.189875,Somewhat-Bullish,ORCL,0.369319,0.206564,Somewhat-Bullish
"Volatility In Markets Increases Sharply Ahead Of Inflation Data, Fed's Rate Decision - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",20221213T105548,"US stocks closed sharply higher on Monday, ahead of the much-awaited inflation data and interest rate decision from the Federal Reserve. Economists project the US central bank, and the European Central Bank and Bank of England to all increase interest rates by 50 basis points.",0.158303,Somewhat-Bullish,ORCL,0.382925,0.741465,Bullish
Oracle Stock Is Climbing Higher: What's Going On? - Oracle  ( NYSE:ORCL ) ,20221213T134340,"Oracle Corp ORCL shares are trading higher Tuesday after the company reported fiscal second-quarter results that came in above analyst estimates. Q2 Results: Oracle said fiscal second-quarter revenue increased 18% year-over-year to $12.3 billion, which beat average analyst estimates of $12.04 ...",0.196548,Somewhat-Bullish,ORCL,0.911269,0.328979,Somewhat-Bullish
These 2 Stocks Hope to Give Markets a Lift,20221213T135138,"As investors wait to see what the Federal Reserve will do, these companies are moving forward with their business opportunities.",0.212622,Somewhat-Bullish,ORCL,0.425541,0.287015,Somewhat-Bullish
Oracle's 'practically perfect' earnings report sends stock higher,20221213T151700,"Oracle Corp.'s cloud offerings and its Cerner business were highlights of the software company's second-quarter results, say analysts.",0.227633,Somewhat-Bullish,ORCL,0.79415,0.404713,Bullish
"Oracle Faces Uncertain Macro Outlook In 2023, 3 Analysts' Takeaways On FQ2 Print - Oracle  ( NYSE:ORCL ) ",20221213T160503,"Oracle Corp ORCL shares traded higher on Tuesday, after the Austin, Texas-based company reported its fiscal second-quarter results. Piper Sandler analyst Brent Bracelin maintained a Neutral rating, while raising the price target from $75 to $85.",0.139702,Neutral,ORCL,0.614479,-0.140454,Neutral
"These Analysts Boost Price Targets On Oracle Following Upbeat Q2 Results, But Cowen & Co Cuts PT - Oracle  ( NYSE:ORCL ) ",20221213T174749,"Oracle Corporation ORCL reported better-than-expected Q2 results after the closing bell on Monday. Oracle said fiscal second-quarter revenue increased 18% year-over-year to $12.3 billion, which beat average analyst estimates of $12.04 billion.",0.139867,Neutral,ORCL,0.93454,0.311605,Somewhat-Bullish
Oracle Tops Second Quarter Earnings,20221214T204658,"Oracle ( NYSE: ORCL ) shares rose about 4% during after-hours trading Monday following the report of fiscal second-quarter earnings that topped analysts' expectations. Nevertheless, the company disclosed a lighter earnings forecast than analysts had anticipated.",0.210259,Somewhat-Bullish,ORCL,0.470894,0.301491,Somewhat-Bullish
How to Pick Stocks in 2023,20221214T223500,Sheraz Mian and Tracey Ryniec discuss the challenges facing stock investors in the new year.,0.045936,Neutral,ORCL,0.247208,-0.096891,Neutral
Oracle Stock Earns Relative Strength Rating Upgrade; Hits Key Threshold,20221215T080000,Oracle Earns Relative Strength Rating Upgrade. Hits Key Threshold Investor's Business Daily ...,0.324076,Somewhat-Bullish,ORCL,0.552443,0.185057,Somewhat-Bullish
"Zacks Market Edge Highlights: ALB, NTR, ORCL, PXD and CMA",20221215T100000,"ALB, NTR, ORCL, PXD and CMA have been highlighted in this Market Edge article.",0.062562,Neutral,ORCL,0.217834,-0.087694,Neutral
Oracle  ( NYSE:ORCL )  Downgraded by StockNews.com,20221215T111641,"StockNews.com lowered shares of Oracle ( NYSE:ORCL - Get Rating ) from a buy rating to a hold rating in a research note published on Wednesday. Several other brokerages also recently commented on ORCL. JPMorgan Chase & Co. set a $84.00 target price on Oracle in a research note on Monday, ...",0.22266,Somewhat-Bullish,ORCL,0.881404,0.392921,Bullish
Oracle Opens Cloud Region in Chicago,20221215T130000,"Chicago is the 41st Oracle Cloud Region worldwide and fourth in the U.S., continuing Oracle's rapidly expanding footprint Industries across the Midwest including financial services and manufacturing will benefit from Oracle Cloud Infrastructure's high performance and security, low latency, ...",0.150709,Somewhat-Bullish,ORCL,0.847338,0.218429,Somewhat-Bullish
Oracle Teams Up With OneQode to Deliver Low-Latency Solutions Across Asia-Pacific,20221215T140000,"With OneQode now an OPN member, both companies will be able to provide enhanced offerings to enterprise customers in the Asia-Pacific region, with a particular focus on gaming, virtual and augmented reality and other high-performance applications.",0.208486,Somewhat-Bullish,ORCL,0.074001,0.0,Neutral
Oracle Teams Up With OneQode to Deliver Low-Latency Solutions Across Asia-Pacific,20221215T142812,"OneQode, Global Infrastructure-as-a-Service ( IaaS ) company, today announced it has joined Oracle PartnerNetwork ( OPN ) .",0.196583,Somewhat-Bullish,ORCL,0.071145,0.0,Neutral
Oracle Stock Earns Relative Strength Rating Upgrade; Hits Key Threshold,20221215T185200,Oracle Stock Earns Relative Strength Rating Upgrade. Hits Key ... Investor's Business Daily ...,0.324076,Somewhat-Bullish,ORCL,0.552443,0.185057,Somewhat-Bullish
Peering Into Oracle's Recent Short Interest - Oracle  ( NYSE:ORCL ) ,20221220T202513,"Oracle's ORCL short percent of float has fallen 10.0% since its last report. The company recently reported that it has 15.31 million shares sold short, which is 0.99% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.7 days to cover their ...",0.241618,Somewhat-Bullish,ORCL,0.224903,0.085754,Neutral
ORCL: Oracle Stock: Is It a Smart Investment Ahead of 2023?,20221221T122758,"Software giant Oracle Corporation ( ORCL ) surpassed revenue and EPS estimates in the last quarter. The company's EPS was 3.2% above the consensus estimate, while its revenue beat analyst estimates by 2.1%. The strength in cloud infrastructure and cloud-based applications drove the revenue ...",0.040624,Neutral,ORCL,0.603832,-0.014251,Neutral
Mat Ishbia Buys Phoenix Suns: How The Purchase Could Take A Mortgage Rivalry To The NBA - UWM Hldgs  ( NYSE:UWMC ) ,20221221T213745,The sale of the Phoenix Suns of the NBA was announced Tuesday. The deal marked the largest deal in league history with the NBA team and WNBA's Phoenix Mercury valued at $4 billion. Here's a look at the sale and the potential new NBA rivalry it could be creating.,0.176996,Somewhat-Bullish,ORCL,0.102231,0.113574,Neutral
"Oracle, Other Value Stocks Are Picks From Oakmark Fund Manager",20221223T172200,"Oakmark's Robert Bierig says value stocks, including the ones in his funds, can flourish in the current market environment.",0.346457,Somewhat-Bullish,ORCL,0.192694,0.070104,Neutral
Here's How Much You Would Have Made Owning Oracle Stock In The Last 20 Years - Oracle  ( NYSE:ORCL ) ,20221227T153146,"Oracle ORCL has outperformed the market over the past 20 years by 2.83% on an annualized basis producing an average annual return of 10.23%. Currently, Oracle has a market capitalization of $218.44 billion.",0.160819,Somewhat-Bullish,ORCL,0.983605,0.387251,Bullish
"The Zacks Analyst Blog Highlights AbbVie, PepsiCo, Oracle, HSBC Holdings and The Progressive",20221228T125300,"AbbVie, PepsiCo, Oracle, HSBC Holdings and The Progressive are part of the Zacks top Analyst Blog.",0.0,Neutral,ORCL,0.733479,0.0,Neutral
Why Value Stocks May Again Beat Growth in 2023,20230103T164200,"For 40 years, and especially since 2015, growth stocks beat value. But last year the tables were turned.",0.3819,Bullish,ORCL,0.139669,0.523127,Bullish
DELL: The 4 Best Tech Stocks to Watch in 2023,20230104T193024,DELL: The 4 Best Tech Stocks to Watch in ...,0.228139,Somewhat-Bullish,ORCL,0.072581,0.130583,Neutral
Big Tesla Shareholder Mounts a Rebellion Against Elon Musk,20230108T133000,Leo KoGuan is one of the largest retail investors in the electric vehicle manufacturer.,-0.059434,Neutral,ORCL,0.081414,0.089651,Neutral
Elon Musk Sends Subtle Message to Disenchanted Tesla Shareholders,20230109T004400,The CEO of the electric vehicle manufacturer is under unprecedented pressure from retail investors.,-0.04926,Neutral,ORCL,0.126784,-0.053804,Neutral
Silicon Photonics Market Size [2022-2029] | Increasing Demand for High-Speed Data Transmission to Drive the Growth of Market,20230109T070118,"Pune, India, Jan. 09, 2023 ( GLOBE NEWSWIRE ) -- The global silicon photonics market size is projected to grow significantly during forecast year 2022 to 2029 This growth is attributed to factors such as increasing demand for high-speed data transmission Silicon photonics is a technology that ...",0.196482,Somewhat-Bullish,ORCL,0.046724,0.0,Neutral
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230109T193025,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.187783,Somewhat-Bullish,ORCL,0.800175,0.297564,Somewhat-Bullish
Chicago Music Exchange Harmonizes its Business with NetSuite,20230110T130000,NetSuite helps music equipment retailer to enable increased profitability and enhance the customer experience by simplifying fulfillment processes,0.370433,Bullish,ORCL,0.048919,0.0,Neutral
Marketing Cloud Platform Market is Touch USD 19.8 billion at an 8.90% CAGR by 2030- Report by Market Research Future  ( MRFR ) ,20230112T135541,"New York, US, Jan. 12, 2023 ( GLOBE NEWSWIRE ) -- According to a comprehensive research report by Market Research Future ( MRFR ) , ""Marketing Cloud Platform Market, By Platform, By Solution, By End-User - Forecast 2030, the market is anticipated to acquire a valuation of approximately USD 19.8 ...",0.178447,Somewhat-Bullish,ORCL,0.033799,0.0,Neutral
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,20230112T172203,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.208202,Somewhat-Bullish,ORCL,0.673559,0.33967,Somewhat-Bullish
Oracle  ( ORCL )  Outpaces Stock Market Gains: What You Should Know,20230113T225021,"In the latest trading session, Oracle (ORCL) closed at $89.20, marking a +0.47% move from the previous day.",0.169894,Somewhat-Bullish,ORCL,0.610329,0.242576,Somewhat-Bullish
Oracle Named a Leader in the 2022 Gartner® Magic Quadrant™ for Financial Planning Software,20230117T140200,Oracle Named a Leader in the 2022 Gartner® Magic Quadrant™ for ... PR ...,0.223076,Somewhat-Bullish,ORCL,0.770793,0.251432,Somewhat-Bullish
What Tesla Stock Investors Should Know As Elon Musk Trial Begins,20230118T164300,Tesla ( TSLA ) stock fell Wednesday as attorneys for the EV giant readied to make opening arguments in a court case that will decide whether CEO Elon Musk's 2018 tweets about taking Tesla private cost investors billions of dollars.,-0.062455,Neutral,ORCL,0.053629,0.0,Neutral
Oracle Financial registers 10% sequential rise in Q3 PAT,20230119T055100,"Oracle Financial Services Software reported a consolidated net profit of Rs 437.33 crore in Q3 FY23, which is higher by 10% as compared with PAT of Rs 397.75 crore recorded in Q2 FY23. Revenue rose by 5% QoQ to Rs 1,449.30 crore during the period under review.",0.190915,Somewhat-Bullish,ORCL,0.121037,0.0,Neutral
Oracle Cloud Infrastructure Helps Guitar Center Tune its Business for Increased Customer Demand,20230119T140000,Oracle Cloud Infrastructure Helps Guitar Center Tune its Business ... PR ...,0.182273,Somewhat-Bullish,ORCL,0.626646,0.242835,Somewhat-Bullish
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,20230119T225022,"In the latest trading session, Oracle (ORCL) closed at $85.94, marking a -0.89% move from the previous day.",0.189012,Somewhat-Bullish,ORCL,0.719473,0.227071,Somewhat-Bullish
Customers Improve Productivity and Reduce Risk with New Oracle Primavera Cloud Capabilities,20230124T124500,Customers Improve Productivity and Reduce Risk with New Oracle ... PR ...,0.214462,Somewhat-Bullish,ORCL,0.830869,0.355473,Bullish
Oracle Delivers New Logistics Capabilities to Get Global Supply Chains Moving,20230124T130000,Oracle Delivers New Logistics Capabilities to Get Global Supply ... PR ...,0.301841,Somewhat-Bullish,ORCL,0.823603,0.495603,Bullish
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,20230125T225020,"In the latest trading session, Oracle (ORCL) closed at $89.64, marking a -0.07% move from the previous day.",0.226931,Somewhat-Bullish,ORCL,0.684485,0.33245,Somewhat-Bullish
Stocks Showing Rising Market Leadership: Progress Software Earns 82 RS Rating,20230126T080000,Stocks Showing Rising Market Leadership: Progress Software Earns ... Investor's Business Daily ...,0.392257,Bullish,ORCL,0.353059,0.0,Neutral
Should You Invest in the First Trust Cloud Computing ETF  ( SKYY ) ?,20230127T112005,Sector ETF report for ...,0.103525,Neutral,ORCL,0.131284,0.067063,Neutral
Oracle  ( ORCL )  Gains But Lags Market: What You Should Know,20230131T225013,"Oracle (ORCL) closed the most recent trading day at $88.46, moving +1.27% from the previous trading session.",0.210475,Somewhat-Bullish,ORCL,0.561606,0.2355,Somewhat-Bullish
Oracle  ( ORCL )  Outpaces Stock Market Gains: What You Should Know,20230201T224519,"Oracle (ORCL) closed the most recent trading day at $90.05, moving +1.8% from the previous trading session.",0.204465,Somewhat-Bullish,ORCL,0.617188,0.309065,Somewhat-Bullish
TikTok opens 'accountability centre' in US as government weighs ban,20230203T033251,The new Transparency and Accountability Centre in Los Angeles does not directly address the app's Chinese ownership or security vulnerabilities.,0.009578,Neutral,ORCL,0.066598,0.0,Neutral
"Varonis Systems Clears Technical Benchmark, Hitting 80-Plus RS Rating",20230206T080000,"Varonis Systems Clears Technical Benchmark, Hitting 80-Plus RS ... Investor's Business Daily ...",0.352107,Bullish,ORCL,0.331765,0.0,Neutral
"With 7.9% CAGR, CAD and PLM Software Market Size Worth USD 26.37 Billion by 2030",20230206T124702,"Pune, India, Feb. 06, 2023 ( GLOBE NEWSWIRE ) -- The global CAD and PLM software market size was valued at USD 14.51 billion in 2022 and is expected to reach a valuation of USD 15.47 billion in 2023. The market is expected to reach USD 26.37 billion by 2030 with a CAGR of 7.9% during the forecast ...",0.294976,Somewhat-Bullish,ORCL,0.03916,0.041284,Neutral
Here's How Much You'd Have If You Invested $1000 in Workday a Decade Ago,20230207T133005,"Investing in certain stocks can pay off in the long run, especially if you hold on for a decade or more.",0.231311,Somewhat-Bullish,ORCL,0.060541,0.116044,Neutral
Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,20230207T225019,"Oracle (ORCL) closed at $87.74 in the latest trading session, marking a -0.89% move from the prior day.",0.21599,Somewhat-Bullish,ORCL,0.580732,0.29532,Somewhat-Bullish
Want Better Returns? Don?t Ignore These 2 Computer and Technology Stocks Set to Beat Earnings,20230209T135007,Why investors should use the Zacks Earnings ESP tool to help find stocks that are poised to top quarterly earnings estimates.,0.354839,Bullish,ORCL,0.395012,0.397986,Bullish
Oracle  ( ORCL )  Stock Moves -0.05%: What You Should Know,20230209T224517,"Oracle (ORCL) closed at $86.65 in the latest trading session, marking a -0.05% move from the prior day.",0.193641,Somewhat-Bullish,ORCL,0.620664,0.266739,Somewhat-Bullish
Point of Sale Market Size [2022-2029] Exhibits 15.9% CAGR to Reach USD 70.75 Billion by 2029,20230213T105610,"Pune, India, Feb. 13, 2023 ( GLOBE NEWSWIRE ) -- The global point of sale market size was USD 22.08 billion in 2021. The market is projected to grow from USD 25.24 billion in 2022 to USD 70.75 billion by 2029. The projected CAGR is 15.9% during the 2022-2029 period.",0.300487,Somewhat-Bullish,ORCL,0.033703,-0.073638,Neutral
Uber Selects Oracle Cloud Infrastructure,20230213T130000,"AUSTIN, Texas, Feb. 13, 2023 /PRNewswire/ -- Oracle and Uber Technologies, Inc., today announced a seven-year strategic cloud partnership to accelerate Uber's innovation, help deliver new products to market, and drive increased profitability.",0.346283,Somewhat-Bullish,ORCL,0.873838,0.53198,Bullish
Linux Operating System Market Exhibits 19.8% CAGR to Hit USD 22.15 Billion by 2029,20230214T105509,"Pune,India, Feb. 14, 2023 ( GLOBE NEWSWIRE ) -- The global Linux Operating System Market Size was valued at USD 5.33 billion in 2021. The market is projected to grow from USD 6.27 billion in 2022 to USD 22.15 billion by 2029, exhibiting a CAGR of 19.8% during the forecast period.",0.231973,Somewhat-Bullish,ORCL,0.04531,0.026406,Neutral
U.S. approves possible sale of military systems support to Kuwait -Pentagon,20230214T210500,U.S. approves possible sale of military systems support to Kuwait ... ...,0.174447,Somewhat-Bullish,ORCL,0.468029,0.0,Neutral
Here's How Much $1000 Invested In Oracle 20 Years Ago Would Be Worth Today - Oracle  ( NYSE:ORCL ) ,20230217T193230,"Oracle ORCL has outperformed the market over the past 20 years by 2.27% on an annualized basis producing an average annual return of 10.43%. Currently, Oracle has a market capitalization of $233.99 billion.",0.160819,Somewhat-Bullish,ORCL,0.983605,0.387251,Bullish
Supply Chain Management Market Exhibits 12.1% CAGR to Reach USD 47.29 Billion by 2029,20230220T121614,"Pune,India, Feb. 20, 2023 ( GLOBE NEWSWIRE ) -- The Supply Chain Management Market Size was valued at USD 19.23 billion in 2021 and is projected to grow from USD 21.26 billion in 2022 to USD 47.29 billion by 2029, at a CAGR of 12.1% during the forecast period.",0.429149,Bullish,ORCL,0.049835,0.039577,Neutral
"Silicon Photonics Market Size [2023-2030] | Industry Share, Growth Drivers, Revenue, Demand Analysis Forecast",20230221T104805,"Pune, India, Feb. 21, 2023 ( GLOBE NEWSWIRE ) -- The global silicon photonics market size will derive growth from exceptional product properties.",0.2531,Somewhat-Bullish,ORCL,0.041251,0.0,Neutral
Oracle  ( ORCL )  Stock Moves -1.24%: What You Should Know,20230221T224515,"In the latest trading session, Oracle (ORCL) closed at $86.20, marking a -1.24% move from the previous day.",0.175598,Somewhat-Bullish,ORCL,0.717746,0.248594,Somewhat-Bullish
Frontier Communications  ( FYBR )  Surpasses Q4 Earnings and Revenue Estimates,20230224T131504,"Frontier Communications (FYBR) delivered earnings and revenue surprises of 162.50% and 0.97%, respectively, for the quarter ended December 2022. Do the numbers hold clues to what lies ahead for the stock?",0.197881,Somewhat-Bullish,ORCL,0.138066,0.0,Neutral
WMT: 2 Iconic Stocks That Could Be Big Winners in 2023,20230227T175221,WMT: 2 Iconic Stocks That Could Be Big Winners in ...,0.179715,Somewhat-Bullish,ORCL,0.305817,0.199877,Somewhat-Bullish
Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,20230227T224509,"Oracle (ORCL) closed the most recent trading day at $87.96, moving -0.79% from the previous trading session.",0.15788,Somewhat-Bullish,ORCL,0.554916,0.334744,Somewhat-Bullish
Digital Realty Announces Access to Oracle Cloud Via FastConnect,20230228T120000,"Access to the new Oracle Cloud Chicago Region will enable customers to manage their data more efficiently on a consistent, secure network with lower latency and increased reliability",0.038781,Neutral,ORCL,0.042876,0.0,Neutral
ABBV: 3 Large-Cap Stocks Ready for a Bull Run,20230228T155512,"As inflation is still far from the Fed's target, interest rates are expected to remain elevated this year. The interest rate hikes are expected to keep the stock market under pressure.",0.156969,Somewhat-Bullish,ORCL,0.302346,0.065593,Neutral
AT&T Mexico Transforms its Technology Strategy with Oracle Cloud Infrastructure,20230301T070000,AT&T Mexico Transforms its Technology Strategy with Oracle Cloud ... PR ...,0.32658,Somewhat-Bullish,ORCL,0.828945,0.536807,Bullish
AT&T Mexico Transforms its Technology Strategy with Oracle Cloud Infrastructure - Oracle  ( NYSE:ORCL ) ,20230301T070000,Relationship brings connectivity and communication services to over 21 million users nationwide,0.306669,Somewhat-Bullish,ORCL,0.833329,0.510718,Bullish
ORCL: 1 Software Stock You Can Confidently Buy Now and Hold Forever,20230301T134800,ORCL: 1 Software Stock You Can Confidently Buy Now and Hold ... ...,0.242049,Somewhat-Bullish,ORCL,0.745097,0.366643,Bullish
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,20230301T183617,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 11 strange trades. If we consider the specifics of each trade, it is accurate to state that 27% of the investors opened trades with bullish expectations ...",0.139545,Neutral,ORCL,0.777888,0.047525,Neutral
Oracle  ( ORCL )  Earnings Expected to Grow: Should You Buy?,20230302T150016,Oracle (ORCL) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,0.149586,Neutral,ORCL,0.260652,0.063385,Neutral
Siebel: 'AI is now basically at the top of every CEO's agenda',20230303T174500,Tom Siebel has some animated words for all the tech CEOs now pontificating on the virtues of AI.,0.220011,Somewhat-Bullish,ORCL,0.421485,0.110493,Neutral
Oracle Reports After The Close On 3/9 -- Options Contracts Expire The Next Day,20230303T184208,"According to NextEarningsDate.com, the Oracle next earnings date is projected to be 3/9 after the close, with earnings estimates of $1.20/share on $12.42 Billion of revenue.",0.114208,Neutral,ORCL,0.89699,0.067214,Neutral
"S&P 500 Snaps 3-Week Losing Street Ahead Of Powell's Congressional Report, February Jobs Report Next Week - SPDR S&P 500  ( ARCA:SPY ) ",20230303T205213,The SPDR S&P 500 ETF Trust SPY snapped a three-week losing streak as investors digested the latest interest rate commentary from Federal Reserve officials.,0.029016,Neutral,ORCL,0.146025,0.0,Neutral
"Kaushik Mukherjee's luxurious lifestyle: Know the co-founder of Sugar & Shark Tank Judge Vineeta Singh's husband, his net worth | The Financial Express",20230306T053018,Kaushik Mukherjee's luxurious lifestyle: Know the co-founder of ... The Financial Express ...,0.223218,Somewhat-Bullish,ORCL,0.138464,0.073791,Neutral
Box Stock Shows Improved Relative Price Performance; Still Shy Of Benchmark,20230307T194100,Box Stock Shows Improved Relative Price Performance. Still Shy Of ... Investor's Business Daily ...,0.180894,Somewhat-Bullish,ORCL,0.305058,0.0,Neutral
Is First Trust Cloud Computing ETF  ( SKYY )  a Strong ETF Right Now?,20230308T112009,Smart Beta ETF report for ...,0.19164,Somewhat-Bullish,ORCL,0.117486,0.063806,Neutral
Oracle Stock To Top The Consensus In Q3?,20230308T120017,"The technology giant surpassed the street expectations in the last quarter, with revenues increasing 18% y-o-y to $12.28 billion.",0.119611,Neutral,ORCL,0.397517,0.186937,Somewhat-Bullish
RightHand Robotics Appoints Brian D. Owen as New CEO to Drive the Next Level of Growth for the Company,20230308T140300,"BOSTON, March 08, 2023 ( GLOBE NEWSWIRE ) -- RightHand Robotics, a leader in data-driven, autonomous robotic picking solutions for order fulfillment, announces the appointment of tech industry veteran Brian D. Owen as Chief Executive Officer.",0.265372,Somewhat-Bullish,ORCL,0.052685,0.026827,Neutral
Oracle  ( ORCL )  to Report Q3 Earnings: What's in the Cards?,20230308T143200,Oracle's (ORCL) fiscal third-quarter 2023 performance is expected to have benefited from continued momentum in the cloud infrastructure services and Autonomous Database solutions.,0.239521,Somewhat-Bullish,ORCL,0.61135,0.425026,Bullish
Trump Recalls Time When He Wanted To 'Disable' TikTok: 'I've Been Right About Everything!' - Oracle  ( NYSE:ORCL ) ,20230309T013150,"Donald Trump said while ""everyone"" wants to ""destroy"" TikTok now, it was he who tried to ""disable"" the Chinese short-form video platform three years ago.",-0.084606,Neutral,ORCL,0.441059,0.014895,Neutral
Oracle Announces Fiscal 2023 Third Quarter Financial Results,20230309T210500,"Q3 GAAP Earnings per Share $0.68, Non-GAAP Earnings per Share $1.22 Q3 Total Revenue $12.4 billion, up 18% in USD, up 21% in constant currency Q3 Cloud Revenue ( IaaS plus SaaS ) $4.1 billion, up 45% in USD, up 48% in constant currency",0.139477,Neutral,ORCL,0.256116,0.070459,Neutral
Oracle stock drops more than 5% after slight revenue miss,20230309T211700,Oracle Corp. shares fall in the extended session after the software company's revenue comes in a hair below the Wall Street consensus.,0.041231,Neutral,ORCL,0.885652,0.071784,Neutral
Oracle Stock Is Sliding After Hours: What's Going On? - Oracle  ( NYSE:ORCL ) ,20230309T211818,"Oracle Corp ORCL shares are trading lower in Thursday's after-hours session after the company reported mixed financial results. What Happened: Oracle said fiscal third-quarter revenue increased 21% year-over-year to $12.4 billion, which narrowly missed average analyst estimates of $12.42 billion, ...",0.105782,Neutral,ORCL,0.897458,0.168487,Somewhat-Bullish
Oracle Earnings Edge Above Estimates While Sales Slightly Miss,20230309T220300,ORCL Stock: Oracle Earnings Edge Above Estimates | Investor's ... Investor's Business Daily ...,0.111888,Neutral,ORCL,0.881404,0.234452,Somewhat-Bullish
Markets Sink Ahead of Friday Jobs Report,20230309T230000,A poor showing in tomorrow's Employment Situation may provide a pop to stocks.,0.105041,Neutral,ORCL,0.151064,0.058188,Neutral
Oracle  ( ORCL )  Reports Q3 Earnings: What Key Metrics Have to Say,20230310T075300,"Although the revenue and EPS for Oracle (ORCL) give a sense of how its business performed in the quarter ended February 2023, it might be worth considering how some key metrics compare with Wall Street estimates and the year-ago numbers.",0.13489,Neutral,ORCL,0.459624,0.077419,Neutral
"Oracle, Buckle And 3 Stocks To Watch Heading Into Friday - Gap  ( NYSE:GPS ) , Buckle  ( NYSE:BKE ) ",20230310T090009,"With US futures trading lower this morning on Friday, some of the stocks that may grab investor focus today are as follows: Wall Street expects The Buckle, Inc. BKE to post quarterly earnings at $1.56 per share on revenue of $384.01 million before the opening bell.",0.102616,Neutral,ORCL,0.532043,0.428543,Bullish
Oracle Stock Extends Declines. Analysts Say It's Healthy.,20230310T103600,Technology company Oracle was falling early Friday. Analysts said it could be a buying opportunity. The shares were down 3.8% at $83.60 in premarket trading. Analysts at Guggenheim led by John DiFucci maintained their buy rating on Oracle ( ticker: ORCL ) after an earnings report Thursday showed ...,0.342247,Somewhat-Bullish,ORCL,0.989872,0.570204,Bullish
"Gap, Oracle And Other Big Stocks Moving Lower In Friday's Pre-Market Session - Allbirds  ( NASDAQ:BIRD ) , Deutsche Bank  ( NYSE:DB ) ",20230310T104840,U.S. stock futures traded lower this morning. Here are some big stocks recording losses in today's pre-market trading session. SVB Financial Group SIVB shares tumbled 21.4% to $83.29 in pre-market. SVB Financial shares dropped 60% on Thursday after the company announced a $1.25 billion common ...,-0.180183,Somewhat-Bearish,ORCL,0.382925,-0.122777,Neutral
"Oracle's cloud strength, 'resilient' revenue, prompt analysts to raise targets",20230310T135800,Oracle is enjoying strong momentum in its cloud business.,0.187485,Somewhat-Bullish,ORCL,0.83383,0.403816,Bullish
